Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCC30,2548.0,OUT018
FDE58,1980.0,OUT035
FDC05,1216.0,OUT019
FDY15,2520.0,OUT046
FDG14,2508.0,OUT046
FDL08,3900.0,OUT049
FDQ47,612.0,OUT013
FDN12,1828.0,OUT035
FDW10,2864.0,OUT013
FDD02,1992.0,OUT035
FDX35,1752.0,OUT010
FDT35,2752.0,OUT046
DRN47,932.0,OUT019
FDB11,1720.0,OUT010
FDN20,2748.0,OUT045
FDB59,3228.0,OUT035
FDJ58,2828.0,OUT045
FDU60,2764.0,OUT046
FDS03,1120.0,OUT049
FDU40,1112.0,OUT019
DRH15,756.0,OUT049
FDD04,3708.0,OUT027
FDQ01,4104.0,OUT046
FDF28,2072.0,OUT035
FDD22,-84.0,OUT010
FDY19,1948.0,OUT046
FDN33,1588.0,OUT035
FDV36,2092.0,OUT035
FDW01,584.0,OUT010
FDJ28,3064.0,OUT049
FDB17,2880.0,OUT035
FDM40,2240.0,OUT049
FDV46,2292.0,OUT045
FDQ44,1980.0,OUT049
NCD42,680.0,OUT046
DRH37,2600.0,OUT046
FDR10,2332.0,OUT018
NCD06,2200.0,OUT027
FDI53,2600.0,OUT046
FDG16,3448.0,OUT035
DRB25,1708.0,OUT046
FDY09,2828.0,OUT046
FDX48,2536.0,OUT045
FDC03,1212.0,OUT010
FDT47,1632.0,OUT035
FDW44,4236.0,OUT027
FDT24,1336.0,OUT017
FDT12,1712.0,OUT019
NCS38,1848.0,OUT035
FDO39,2988.0,OUT035
FDA13,736.0,OUT046
FDO48,3600.0,OUT035
DRJ01,2556.0,OUT017
FDD53,376.0,OUT018
NCT05,4080.0,OUT049
FDQ51,864.0,OUT045
FDU60,2732.0,OUT013
FDC59,1144.0,OUT046
FDP36,960.0,OUT035
NCM19,1876.0,OUT017
FDL16,768.0,OUT035
FDE50,2796.0,OUT018
NCR18,760.0,OUT013
NCD30,1616.0,OUT035
FDH31,1688.0,OUT013
FDD56,868.0,OUT019
FDC47,3668.0,OUT049
FDZ21,1620.0,OUT045
FDM01,1740.0,OUT049
FDF24,1420.0,OUT013
FDW23,744.0,OUT017
FDY52,712.0,OUT018
DRH37,4012.0,OUT027
DRO47,3244.0,OUT027
FDR25,4308.0,OUT049
FDQ24,5420.0,OUT027
DRJ51,3328.0,OUT018
NCU06,3672.0,OUT035
NCV18,1016.0,OUT018
NCC06,3476.0,OUT027
FDZ01,1492.0,OUT018
FDT14,1996.0,OUT017
FDD11,2096.0,OUT019
FDN09,3940.0,OUT017
NCO18,920.0,OUT010
FDZ50,2960.0,OUT045
FDS44,3852.0,OUT013
FDI36,3224.0,OUT045
FDA26,1556.0,OUT010
NCY53,1848.0,OUT049
FDF32,3212.0,OUT049
FDF59,168.0,OUT010
FDB20,1300.0,OUT046
DRH11,980.0,OUT035
FDT03,2996.0,OUT049
NCH06,3900.0,OUT035
FDR55,3060.0,OUT049
FDI10,2820.0,OUT035
FDZ12,2300.0,OUT045
FDM12,3056.0,OUT049
DRB25,1728.0,OUT045
NCS41,2928.0,OUT013
NCT53,2624.0,OUT049
NCD55,688.0,OUT013
FDY08,2324.0,OUT049
NCP55,952.0,OUT049
FDA33,2392.0,OUT013
FDQ33,2392.0,OUT013
FDE45,4324.0,OUT027
FDT26,1960.0,OUT013
NCV53,3816.0,OUT049
FDK60,3064.0,OUT027
NCJ29,1392.0,OUT046
FDI15,4176.0,OUT045
FDX21,1800.0,OUT013
FDV49,2276.0,OUT019
DRO59,1268.0,OUT046
FDZ14,2008.0,OUT045
FDP32,3484.0,OUT027
FDC33,3284.0,OUT017
FDT14,40.0,OUT010
NCN54,2716.0,OUT027
FDR57,3972.0,OUT027
DRK12,552.0,OUT046
FDX52,3136.0,OUT049
FDX08,980.0,OUT010
FDP10,-196.0,OUT010
NCP50,1340.0,OUT045
NCL06,4100.0,OUT013
FDP25,3548.0,OUT013
FDE53,1688.0,OUT013
FDL27,1180.0,OUT017
FDC35,3360.0,OUT049
DRJ47,820.0,OUT010
FDD16,936.0,OUT018
NCN42,2360.0,OUT049
FDC38,3612.0,OUT027
NCO07,3416.0,OUT045
FDQ20,716.0,OUT049
FDI32,1860.0,OUT046
FDN20,844.0,OUT010
DRJ51,5040.0,OUT027
FDU08,1644.0,OUT045
DRN37,668.0,OUT019
FDD05,56.0,OUT010
FDW15,2448.0,OUT046
FDI52,1992.0,OUT046
DRM11,4136.0,OUT049
NCO06,572.0,OUT045
FDU38,3012.0,OUT049
FDU59,2268.0,OUT018
FDJ10,2276.0,OUT046
FDM13,2180.0,OUT049
NCJ30,704.0,OUT019
FDM45,1700.0,OUT018
FDP36,920.0,OUT045
NCD30,-328.0,OUT010
FDN48,1604.0,OUT017
FDY32,2612.0,OUT049
FDU47,2308.0,OUT046
FDF17,1184.0,OUT019
FDP34,2564.0,OUT017
FDA47,2668.0,OUT049
DRD27,3016.0,OUT027
FDW38,932.0,OUT045
FDZ15,-32.0,OUT019
FDZ03,4420.0,OUT027
NCN19,3040.0,OUT049
FDG02,3124.0,OUT035
FDS31,3004.0,OUT035
FDW43,1740.0,OUT019
FDZ47,-240.0,OUT010
FDO57,2636.0,OUT017
NCL07,700.0,OUT013
NCV42,1780.0,OUT013
FDP40,1896.0,OUT017
FDP48,1040.0,OUT019
FDH21,2804.0,OUT017
NCP02,996.0,OUT049
FDK24,800.0,OUT049
FDC41,1240.0,OUT045
FDF08,1532.0,OUT017
FDO49,1016.0,OUT017
FDS56,5628.0,OUT027
FDX46,756.0,OUT018
FDQ07,3556.0,OUT013
FDC32,-388.0,OUT010
FDT21,1996.0,OUT019
FDG58,2548.0,OUT045
FDW14,1432.0,OUT049
DRA12,3644.0,OUT027
FDV27,1504.0,OUT013
DRD25,1776.0,OUT013
DRF48,4364.0,OUT027
FDX24,1592.0,OUT017
DRJ51,3624.0,OUT046
FDE45,2924.0,OUT045
FDE14,1756.0,OUT046
FDG53,2232.0,OUT045
FDT08,2428.0,OUT046
DRC27,5316.0,OUT027
FDG20,2908.0,OUT035
FDC21,1828.0,OUT046
FDV31,2540.0,OUT018
FDB58,2348.0,OUT045
FDV23,2008.0,OUT046
FDA25,-200.0,OUT019
FDC15,2504.0,OUT046
FDU47,2264.0,OUT049
FDE23,888.0,OUT013
FDS08,2860.0,OUT013
FDW03,3180.0,OUT027
FDJ60,2364.0,OUT018
FDM34,2148.0,OUT017
FDW33,1720.0,OUT013
FDZ40,904.0,OUT013
FDE33,1092.0,OUT018
NCC06,144.0,OUT010
FDU11,1924.0,OUT046
FDL44,2700.0,OUT017
NCZ29,2116.0,OUT017
FDG28,2000.0,OUT010
FDL12,736.0,OUT018
FDD52,1812.0,OUT017
FDO15,1260.0,OUT013
NCN29,2284.0,OUT027
FDW36,1764.0,OUT013
FDB21,3828.0,OUT046
FDZ28,2104.0,OUT013
FDY10,1900.0,OUT035
DRG39,932.0,OUT017
FDN28,1696.0,OUT013
FDV15,1732.0,OUT035
DRI13,3460.0,OUT035
FDH20,1652.0,OUT046
FDY51,3512.0,OUT013
FDE16,3296.0,OUT013
FDX40,328.0,OUT018
FDC48,1044.0,OUT018
FDS14,2476.0,OUT046
FDX56,3444.0,OUT017
FDI10,2788.0,OUT046
FDI14,2336.0,OUT013
DRM48,584.0,OUT013
NCH07,3948.0,OUT027
FDY26,3368.0,OUT013
FDD02,3408.0,OUT027
FDM12,3060.0,OUT046
DRF01,352.0,OUT010
FDV36,2072.0,OUT046
DRI59,3544.0,OUT013
FDV03,2220.0,OUT018
FDO39,3012.0,OUT017
NCB07,2828.0,OUT018
FDH38,3368.0,OUT027
FDZ13,948.0,OUT035
NCZ30,1972.0,OUT046
NCA06,632.0,OUT035
FDB04,1444.0,OUT049
FDN50,1616.0,OUT013
NCG06,4064.0,OUT049
NCY17,464.0,OUT018
FDC23,2920.0,OUT046
FDK33,3412.0,OUT049
FDR03,3384.0,OUT049
FDZ07,1132.0,OUT045
FDO38,1348.0,OUT013
FDS59,1800.0,OUT046
DRM11,2144.0,OUT019
FDX52,4544.0,OUT027
DRJ35,684.0,OUT018
NCP53,3820.0,OUT046
FDW15,484.0,OUT019
DRI47,2328.0,OUT045
DRZ11,2012.0,OUT035
FDS02,3116.0,OUT013
DRD49,3420.0,OUT018
FDW38,892.0,OUT049
FDR21,892.0,OUT019
FDE40,1064.0,OUT013
FDI02,1900.0,OUT045
FDQ04,688.0,OUT045
FDY14,4224.0,OUT017
NCT54,1560.0,OUT046
DRD25,1828.0,OUT017
DRE01,3804.0,OUT045
FDJ12,1472.0,OUT010
NCZ05,1704.0,OUT049
DRB25,-232.0,OUT019
NCC31,2532.0,OUT045
FDM16,1296.0,OUT045
DRG11,1712.0,OUT049
FDV24,3820.0,OUT027
FDV43,804.0,OUT046
FDG05,2200.0,OUT018
FDV23,80.0,OUT010
FDI58,1244.0,OUT018
FDQ11,4168.0,OUT017
FDC05,4584.0,OUT027
FDF40,3944.0,OUT013
FDU02,3280.0,OUT018
FDT32,3044.0,OUT013
NCF06,4180.0,OUT017
FDT46,888.0,OUT013
FDR58,-404.0,OUT010
FDY04,2632.0,OUT046
FDT58,2700.0,OUT045
FDE46,2476.0,OUT049
DRH11,984.0,OUT017
DRI51,2720.0,OUT046
FDC35,3364.0,OUT017
FDP45,4092.0,OUT035
FDC45,2780.0,OUT017
FDU01,3060.0,OUT045
FDJ53,24.0,OUT010
FDJ46,2836.0,OUT017
FDX07,3028.0,OUT013
NCI30,3928.0,OUT049
FDE47,3480.0,OUT027
FDV48,1364.0,OUT045
FDN16,-272.0,OUT019
FDM52,2336.0,OUT013
FDA32,4916.0,OUT027
FDH05,3752.0,OUT017
FDW25,-432.0,OUT010
FDQ09,1868.0,OUT046
NCM17,-1120.0,OUT010
DRM59,2480.0,OUT046
FDV47,2800.0,OUT027
DRE15,1240.0,OUT035
FDS25,-84.0,OUT010
NCZ05,1404.0,OUT018
NCV05,540.0,OUT019
DRM37,3096.0,OUT046
FDV58,4532.0,OUT027
FDN22,5476.0,OUT027
NCO06,564.0,OUT049
FDT56,-916.0,OUT019
FDM02,1532.0,OUT013
FDA09,2924.0,OUT046
NCC06,2064.0,OUT035
NCL54,2800.0,OUT049
NCB55,1020.0,OUT017
FDB12,1808.0,OUT017
NCA54,2856.0,OUT049
NCS38,1860.0,OUT049
FDC02,4176.0,OUT049
FDK44,828.0,OUT019
FDE16,3320.0,OUT035
NCS05,2180.0,OUT035
FDZ59,2732.0,OUT045
FDI20,3468.0,OUT017
FDQ14,2396.0,OUT046
FDF53,2968.0,OUT017
FDW25,1504.0,OUT017
NCQ43,-160.0,OUT010
FDX52,3088.0,OUT013
FDE28,3656.0,OUT045
FDN15,2304.0,OUT017
FDO28,1968.0,OUT017
FDQ33,2452.0,OUT045
FDM22,-940.0,OUT010
FDJ03,888.0,OUT017
FDI16,936.0,OUT045
FDI09,5452.0,OUT027
FDX55,3492.0,OUT013
FDS23,3472.0,OUT027
DRC12,3048.0,OUT045
FDH41,3416.0,OUT049
FDN01,2824.0,OUT013
FDV55,2356.0,OUT045
NCJ19,952.0,OUT013
NCY29,-964.0,OUT010
FDP03,1728.0,OUT018
FDZ52,1792.0,OUT045
FDH31,-200.0,OUT010
FDQ19,3596.0,OUT018
FDS15,1800.0,OUT035
FDN32,3004.0,OUT017
FDH32,1644.0,OUT049
FDF33,2016.0,OUT017
FDJ22,3060.0,OUT046
FDG56,-804.0,OUT010
FDC05,3144.0,OUT046
FDK09,3616.0,OUT013
NCV29,2864.0,OUT045
NCC43,1984.0,OUT019
NCA42,2504.0,OUT049
FDC10,1972.0,OUT046
FDC16,1448.0,OUT013
NCL17,2268.0,OUT013
FDA51,1876.0,OUT035
FDW01,2552.0,OUT017
NCF30,2060.0,OUT045
FDN49,788.0,OUT013
FDY20,1556.0,OUT045
FDC15,2488.0,OUT045
FDY24,952.0,OUT046
NCG43,1584.0,OUT017
FDA48,3552.0,OUT013
NCF55,692.0,OUT017
FDL38,1576.0,OUT049
NCQ29,3796.0,OUT018
FDC34,2604.0,OUT017
FDP36,2360.0,OUT027
FDN50,-280.0,OUT010
FDO23,1532.0,OUT049
FDT56,1036.0,OUT013
FDT13,4496.0,OUT027
FDZ03,2996.0,OUT013
FDQ03,1868.0,OUT010
FDU44,2676.0,OUT045
FDD03,3644.0,OUT049
NCH30,1804.0,OUT013
FDS60,980.0,OUT010
FDG08,2804.0,OUT046
FDX38,876.0,OUT017
FDD22,1892.0,OUT017
FDW51,3408.0,OUT013
FDL09,2812.0,OUT017
FDZ60,1784.0,OUT045
NCH07,2536.0,OUT046
NCQ41,3164.0,OUT049
FDW04,2096.0,OUT049
FDI08,5444.0,OUT027
FDR19,444.0,OUT019
FDV13,1520.0,OUT046
FDB52,4100.0,OUT017
FDZ48,3252.0,OUT027
NCO14,780.0,OUT049
FDZ50,2948.0,OUT013
FDN27,-44.0,OUT019
FDQ60,2012.0,OUT013
FDR49,888.0,OUT017
DRJ35,2460.0,OUT027
DRI49,1348.0,OUT017
FDB47,3404.0,OUT017
FDP37,140.0,OUT010
FDR26,2800.0,OUT049
FDY31,412.0,OUT019
FDC11,1528.0,OUT045
DRP47,3976.0,OUT035
NCY54,2396.0,OUT018
FDR27,2188.0,OUT046
FDQ21,52.0,OUT019
NCQ29,4184.0,OUT035
FDJ02,2472.0,OUT046
FDE21,1580.0,OUT018
FDM39,2824.0,OUT046
FDZ01,1812.0,OUT017
NCB19,1088.0,OUT018
FDU03,2956.0,OUT046
FDP27,3008.0,OUT049
DRF01,2300.0,OUT045
FDM03,1760.0,OUT049
FDV01,2592.0,OUT046
FDS16,2376.0,OUT046
FDO45,1540.0,OUT035
NCX06,2912.0,OUT035
FDP13,764.0,OUT046
NCR38,3676.0,OUT018
FDA01,1060.0,OUT013
FDT26,1972.0,OUT017
FDD44,5588.0,OUT027
FDB26,1008.0,OUT013
FDP45,2068.0,OUT019
NCP55,984.0,OUT046
FDT23,1364.0,OUT017
FDO51,792.0,OUT045
FDA44,1004.0,OUT046
NCJ31,3496.0,OUT018
FDX37,1696.0,OUT045
NCD18,3636.0,OUT049
FDN40,3872.0,OUT027
FDL33,3164.0,OUT017
DRF48,3000.0,OUT035
FDW08,1748.0,OUT035
FDX39,3136.0,OUT018
FDB38,2696.0,OUT049
FDY46,2676.0,OUT018
NCB06,2556.0,OUT049
FDA34,2848.0,OUT035
FDA35,2024.0,OUT045
FDQ07,3572.0,OUT035
FDU32,2028.0,OUT045
FDU26,1972.0,OUT013
FDU13,456.0,OUT010
FDO09,4244.0,OUT035
FDW03,-228.0,OUT019
FDB38,2668.0,OUT013
FDL26,620.0,OUT010
NCN43,2040.0,OUT045
FDH08,3724.0,OUT045
NCC31,560.0,OUT019
FDH14,2368.0,OUT035
FDL40,1648.0,OUT017
FDD20,2052.0,OUT035
NCV53,3864.0,OUT035
FDD16,1232.0,OUT045
FDP24,1988.0,OUT035
FDQ25,2884.0,OUT045
FDM38,1012.0,OUT035
NCT18,940.0,OUT010
FDM34,2164.0,OUT049
DRH37,716.0,OUT010
NCE07,2296.0,OUT013
FDG12,1980.0,OUT013
FDB59,1276.0,OUT010
FDS10,2572.0,OUT018
FDN21,692.0,OUT010
FDM02,1560.0,OUT045
FDO44,1852.0,OUT049
NCN17,1728.0,OUT017
FDH16,1184.0,OUT018
FDL44,2620.0,OUT046
FDY47,2152.0,OUT017
DRI39,900.0,OUT046
NCX54,1380.0,OUT018
FDE59,696.0,OUT046
FDO46,3084.0,OUT045
DRE13,1416.0,OUT046
FDW14,1464.0,OUT013
FDF35,1792.0,OUT046
FDO50,-432.0,OUT019
DRF49,1876.0,OUT017
FDT60,2052.0,OUT049
FDP38,912.0,OUT045
FDA31,4204.0,OUT027
FDY52,-872.0,OUT010
FDD03,5076.0,OUT027
FDN52,1104.0,OUT018
FDU20,100.0,OUT010
FDD22,1820.0,OUT035
NCB55,-1020.0,OUT019
FDN27,1968.0,OUT045
FDD16,1256.0,OUT013
FDW48,1336.0,OUT046
DRN35,628.0,OUT045
FDX25,2944.0,OUT049
DRD49,3704.0,OUT049
FDE21,-76.0,OUT019
FDN44,2604.0,OUT035
DRC01,824.0,OUT049
NCK30,3992.0,OUT046
FDU39,1008.0,OUT013
FDB49,1664.0,OUT013
FDS12,2048.0,OUT045
FDR57,2260.0,OUT018
FDX22,4812.0,OUT027
FDC60,1520.0,OUT013
NCE42,3696.0,OUT049
NCK42,3436.0,OUT049
DRE01,3848.0,OUT017
FDE57,1996.0,OUT018
DRK59,1752.0,OUT019
FDB10,5180.0,OUT027
FDQ25,2880.0,OUT046
FDY26,3416.0,OUT017
FDG28,3896.0,OUT049
FDM14,1828.0,OUT049
NCH29,1628.0,OUT049
FDD48,1888.0,OUT049
FDC17,3360.0,OUT045
DRH49,2752.0,OUT027
FDN44,2292.0,OUT018
FDC29,1896.0,OUT045
DRK01,-472.0,OUT019
FDD48,1924.0,OUT017
FDB59,3192.0,OUT013
FDY45,2116.0,OUT010
FDX60,1332.0,OUT035
FDT09,268.0,OUT010
DRB24,2124.0,OUT018
FDL13,3784.0,OUT035
FDN16,1720.0,OUT035
FDK57,1968.0,OUT013
FDO22,2812.0,OUT027
FDC57,1252.0,OUT010
FDZ13,2344.0,OUT027
FDW27,2520.0,OUT013
FDX10,684.0,OUT049
FDY08,2004.0,OUT018
FDA49,1524.0,OUT017
FDC32,1260.0,OUT018
FDO04,928.0,OUT035
NCZ54,2548.0,OUT013
FDY40,856.0,OUT045
FDW36,1784.0,OUT045
FDE11,3060.0,OUT017
DRE37,2996.0,OUT045
NCK19,3140.0,OUT017
FDT19,2876.0,OUT035
FDE56,1100.0,OUT045
FDZ57,188.0,OUT010
FDB35,1640.0,OUT035
FDF09,-1252.0,OUT010
FDO34,2732.0,OUT046
FDA55,3652.0,OUT046
NCM18,1032.0,OUT035
FDJ20,84.0,OUT019
DRQ35,64.0,OUT019
FDG02,3092.0,OUT013
NCU29,2032.0,OUT018
FDL27,2508.0,OUT027
NCA54,2880.0,OUT035
FDJ32,1100.0,OUT035
FDB21,1876.0,OUT019
FDR46,2372.0,OUT035
FDZ32,1788.0,OUT046
DRF36,3044.0,OUT017
NCU54,3372.0,OUT017
NCI31,680.0,OUT017
DRA59,2956.0,OUT035
NCC55,664.0,OUT045
FDE44,548.0,OUT018
NCN26,1552.0,OUT018
FDC11,1492.0,OUT049
FDV24,2440.0,OUT035
FDR40,-608.0,OUT019
NCQ17,2536.0,OUT049
FDC46,2980.0,OUT045
NCM18,1040.0,OUT046
FDK16,1568.0,OUT046
FDI28,1376.0,OUT017
FDS11,3292.0,OUT018
DRD13,1060.0,OUT046
FDL36,1500.0,OUT035
FDI27,816.0,OUT013
FDJ53,-56.0,OUT019
FDS44,3892.0,OUT045
FDE28,3672.0,OUT046
FDQ33,2124.0,OUT018
FDB37,3900.0,OUT017
FDQ31,1500.0,OUT045
NCQ05,2432.0,OUT046
FDE10,2136.0,OUT013
FDF38,844.0,OUT017
FDE50,1128.0,OUT019
DRG37,544.0,OUT010
NCH06,3924.0,OUT049
FDY14,4180.0,OUT045
FDO27,1640.0,OUT017
FDQ19,3908.0,OUT049
FDZ26,1792.0,OUT019
FDN51,4188.0,OUT013
FDK20,2076.0,OUT035
FDD40,2788.0,OUT018
DRI25,624.0,OUT018
FDH56,1996.0,OUT017
FDI36,4616.0,OUT027
DRH11,632.0,OUT018
NCV18,1400.0,OUT017
DRI01,2732.0,OUT049
DRE48,3144.0,OUT049
FDS51,1064.0,OUT035
FDM38,996.0,OUT017
FDB60,4528.0,OUT027
FDY58,3676.0,OUT035
FDY22,2364.0,OUT045
FDF11,5304.0,OUT027
FDZ51,1668.0,OUT035
FDQ45,3020.0,OUT017
FDF17,3144.0,OUT035
NCF31,3852.0,OUT027
FDA37,2112.0,OUT013
FDO51,812.0,OUT046
FDF34,3208.0,OUT013
FDD57,1300.0,OUT018
FDO37,3688.0,OUT046
FDR49,896.0,OUT049
FDS39,2312.0,OUT049
FDI48,2368.0,OUT027
DRM35,2852.0,OUT049
FDV57,2980.0,OUT035
FDZ55,2628.0,OUT013
FDI28,1312.0,OUT035
FDS21,1140.0,OUT045
FDT34,1720.0,OUT013
DRI25,924.0,OUT035
FDT47,-320.0,OUT010
DRH39,1232.0,OUT045
NCD54,2340.0,OUT045
FDU16,2840.0,OUT027
NCW29,2128.0,OUT045
FDV25,4996.0,OUT027
FDM56,1836.0,OUT035
FDZ04,2496.0,OUT027
FDG59,-1252.0,OUT019
FDI56,1516.0,OUT045
FDS33,1516.0,OUT035
FDC23,2872.0,OUT049
FDT11,3008.0,OUT049
FDG17,3928.0,OUT045
FDZ44,1948.0,OUT045
FDJ52,2568.0,OUT013
DRI23,2544.0,OUT046
DRE15,-652.0,OUT010
NCF07,1640.0,OUT013
NCR29,964.0,OUT049
FDE44,-1148.0,OUT019
FDT23,1372.0,OUT035
NCG06,4148.0,OUT017
NCU41,1156.0,OUT010
FDH46,1772.0,OUT017
FDV31,2860.0,OUT013
NCT41,3904.0,OUT027
FDE22,4012.0,OUT027
FDC26,1844.0,OUT045
DRF51,652.0,OUT017
NCY53,-112.0,OUT019
FDY21,3196.0,OUT017
FDL27,1100.0,OUT013
FDZ34,3148.0,OUT049
NCF43,388.0,OUT010
FDC21,1860.0,OUT035
FDL26,2556.0,OUT013
FDT25,84.0,OUT010
NCR30,1232.0,OUT046
DRL23,-236.0,OUT019
NCR05,3168.0,OUT049
NCE19,588.0,OUT018
FDY07,812.0,OUT035
FDB10,3804.0,OUT017
FDP57,1720.0,OUT013
FDU48,176.0,OUT019
FDH48,1448.0,OUT035
FDO33,1900.0,OUT035
NCU29,2412.0,OUT045
FDW35,736.0,OUT046
FDH05,1784.0,OUT010
FDP26,1664.0,OUT049
DRG27,712.0,OUT035
FDQ33,2452.0,OUT046
FDH20,-244.0,OUT010
FDV14,1452.0,OUT046
DRD01,936.0,OUT046
NCI17,1576.0,OUT049
FDF39,2272.0,OUT010
FDX37,1696.0,OUT046
NCX17,3764.0,OUT035
FDN03,4036.0,OUT013
NCS41,1020.0,OUT010
FDH34,2980.0,OUT045
NCX53,2008.0,OUT018
FDY31,2412.0,OUT046
FDD20,2124.0,OUT017
FDE51,800.0,OUT045
FDV27,1488.0,OUT046
FDF16,2392.0,OUT035
FDZ02,1592.0,OUT049
NCK05,1088.0,OUT045
FDM12,4508.0,OUT027
NCA05,2124.0,OUT018
FDX33,2620.0,OUT045
FDM25,2892.0,OUT049
FDE41,1120.0,OUT018
FDW14,1484.0,OUT045
NCD30,1564.0,OUT046
FDB23,1780.0,OUT010
FDF45,1092.0,OUT046
FDW20,2108.0,OUT017
FDF47,3608.0,OUT045
NCR05,1244.0,OUT019
DRB01,2960.0,OUT046
FDE36,2684.0,OUT013
FDU56,2980.0,OUT049
FDB23,3680.0,OUT049
FDN48,1516.0,OUT049
FDS43,3028.0,OUT013
NCN05,2948.0,OUT013
NCL53,2832.0,OUT049
FDL56,1460.0,OUT046
FDH17,1296.0,OUT018
FDP37,2076.0,OUT046
FDG09,1124.0,OUT019
FDA55,3636.0,OUT045
FDX31,3804.0,OUT049
FDJ41,4152.0,OUT045
DRC24,2492.0,OUT045
FDQ21,2028.0,OUT035
NCT54,1532.0,OUT045
FDH08,3700.0,OUT049
FDY38,3400.0,OUT018
DRM11,2204.0,OUT010
FDG32,3548.0,OUT049
NCH18,3884.0,OUT046
FDI20,3420.0,OUT035
FDA33,2076.0,OUT018
FDN45,3552.0,OUT013
FDT45,-956.0,OUT010
FDR32,3732.0,OUT035
FDA48,3568.0,OUT017
FDN23,2408.0,OUT017
NCR18,768.0,OUT035
FDD45,1564.0,OUT046
FDI22,2988.0,OUT018
FDT09,2192.0,OUT013
DRC24,3868.0,OUT027
FDT39,2460.0,OUT046
FDX28,1600.0,OUT045
FDA50,1220.0,OUT018
FDT33,4180.0,OUT027
FDQ60,2000.0,OUT049
NCM19,1524.0,OUT018
FDF40,3964.0,OUT046
NCI30,3904.0,OUT035
FDK34,3804.0,OUT049
FDA38,5200.0,OUT027
FDT02,648.0,OUT045
FDC11,1532.0,OUT017
FDD08,740.0,OUT046
NCS29,4180.0,OUT046
DRI03,888.0,OUT010
FDK48,1264.0,OUT035
FDM52,2400.0,OUT049
FDP49,1060.0,OUT035
DRA24,2648.0,OUT046
NCJ43,2752.0,OUT049
FDE11,3032.0,OUT045
FDP01,2560.0,OUT049
FDQ59,1116.0,OUT018
FDA43,1164.0,OUT019
FDL14,2624.0,OUT017
FDV50,60.0,OUT010
FDT01,4844.0,OUT027
NCC42,2296.0,OUT035
FDO28,1912.0,OUT046
FDD32,-556.0,OUT019
FDV45,3004.0,OUT035
NCW17,108.0,OUT019
NCJ17,2832.0,OUT027
NCF18,3028.0,OUT049
FDP01,2556.0,OUT045
FDH24,2560.0,OUT045
FDI38,4844.0,OUT027
FDX03,856.0,OUT035
FDY28,3408.0,OUT046
FDN34,2476.0,OUT018
FDJ02,2504.0,OUT045
FDW40,312.0,OUT019
FDX03,856.0,OUT017
FDE17,3896.0,OUT027
FDT58,2700.0,OUT046
FDI38,3404.0,OUT013
FDW22,3636.0,OUT035
FDS15,3252.0,OUT027
NCX06,2900.0,OUT013
DRK47,3672.0,OUT035
FDC23,4328.0,OUT027
FDM56,-140.0,OUT010
FDP21,3092.0,OUT046
FDP58,3484.0,OUT046
FDA27,2096.0,OUT019
FDK41,-592.0,OUT019
NCH42,3656.0,OUT046
FDG29,744.0,OUT045
FDW15,2160.0,OUT018
FDD28,672.0,OUT018
FDQ37,3132.0,OUT049
FDC23,2936.0,OUT035
FDV13,1588.0,OUT035
FDK33,3404.0,OUT046
FDO33,1840.0,OUT013
FDN21,2660.0,OUT017
NCW06,4484.0,OUT027
FDI38,3424.0,OUT035
FDC21,3244.0,OUT027
NCS05,2164.0,OUT046
NCN53,668.0,OUT049
FDV40,-680.0,OUT010
FDG60,3772.0,OUT017
NCY30,4340.0,OUT027
FDM40,2256.0,OUT045
NCO30,2928.0,OUT046
FDK10,2948.0,OUT046
FDM36,2836.0,OUT045
FDN10,1912.0,OUT013
FDM46,1212.0,OUT018
FDX50,1788.0,OUT049
FDP33,4060.0,OUT045
FDO12,3148.0,OUT045
FDC28,1776.0,OUT013
FDO31,1420.0,OUT045
FDX45,2516.0,OUT035
FDV21,2036.0,OUT049
FDH04,1528.0,OUT049
NCG54,2688.0,OUT013
FDO13,2648.0,OUT046
FDA09,4332.0,OUT027
FDC38,2252.0,OUT017
NCO42,2316.0,OUT046
FDL45,2028.0,OUT049
NCK31,904.0,OUT013
FDM39,2884.0,OUT017
FDC22,1188.0,OUT010
FDF46,1884.0,OUT046
FDQ37,3116.0,OUT045
FDH41,1456.0,OUT010
FDQ04,680.0,OUT046
NCQ02,4436.0,OUT027
FDJ57,4640.0,OUT027
NCE07,2260.0,OUT049
FDE56,1060.0,OUT013
FDI20,3380.0,OUT049
FDK36,556.0,OUT018
FDP08,4548.0,OUT027
FDF44,2228.0,OUT017
NCU53,2740.0,OUT017
FDF47,3648.0,OUT035
FDS55,508.0,OUT010
FDZ52,-144.0,OUT010
FDL04,1384.0,OUT018
NCM26,2504.0,OUT035
FDX43,2724.0,OUT049
FDP52,3648.0,OUT049
DRK49,708.0,OUT045
FDE38,2700.0,OUT013
DRF13,2332.0,OUT035
FDK41,-552.0,OUT010
FDJ04,3344.0,OUT027
FDZ44,1636.0,OUT018
FDS11,3616.0,OUT013
FDA55,3644.0,OUT049
NCW53,3116.0,OUT046
FDB49,3108.0,OUT027
FDD23,3144.0,OUT017
NCV42,1796.0,OUT045
NCZ29,1764.0,OUT018
FDQ26,980.0,OUT013
FDV08,788.0,OUT017
FDC53,1624.0,OUT049
FDV58,1228.0,OUT010
